bin_center,accepted_index,receiver,seed,theta_radians,dx_m,dy_m
0.1,0,6,6700,2.4536306346723125,-3862.708316007621,3174.820383178483
0.1,0,7,6700,3.450788535513345,-4762.892825654959,-1521.4637463063414
0.1,0,12,6700,3.0025210168086827,-4951.725580881117,693.1188726672791
0.1,0,18,6700,4.4324791491150535,-1381.3449514605434,-4805.401765209072
0.1,0,35,6700,4.1710293274105785,-2576.5085111153203,-4285.044211224701
0.1,0,37,6700,6.06229162528091,4878.510158919907,-1095.5083885188944
0.1,1,4,6701,4.641857268259562,-352.3662369388247,-4987.568348911679
0.1,1,9,6701,1.5060359338041505,323.5756797743703,4989.5188925845905
0.1,1,15,6701,6.201094512943954,4983.162212619644,-409.9931252102855
0.1,1,35,6701,1.1369691635517485,2101.732506282587,4536.818320368925
0.1,1,41,6701,6.031140377041543,4842.022361909227,-1246.9239939831907
0.1,2,6,6702,0.9926755655574269,2732.2552849923613,4187.455200671561
0.1,2,27,6702,3.1457381043401385,-4999.9570381567155,-20.727194386290236
0.1,3,7,6703,0.18361621591698074,4915.949258712532,912.9309315406624
0.1,3,15,6703,3.473640548010743,-4726.883771464449,-1629.8987119039114
0.1,3,18,6703,4.872884715825448,799.0379528506991,-4935.740911950724
0.1,3,50,6703,2.2438655699355903,-3116.943988052909,3909.5600999781077
0.1,3,70,6703,2.3072202521605907,-3358.2139353944062,3704.3756780492463
0.1,4,19,6704,5.052593126888554,1668.3977262963836,-4713.432828299249
0.1,4,25,6704,4.41249177138195,-1477.1100255492252,-4776.8343044763415
0.1,4,32,6704,5.977550556623628,4768.2807458210345,-1504.4928477837325
0.1,5,7,6705,2.6294728289856075,-4358.538486877162,2450.1310696390387
0.1,5,35,6705,0.6529076869891564,3971.603715453208,3037.493033308599
0.1,5,50,6705,1.1435245167965071,2071.947114236695,4550.4983414793405
0.1,5,69,6705,1.8512673599818297,-1384.0415344773735,4804.625795089719
0.1,6,17,6706,4.9770371693721795,1307.8486088912146,-4825.922918595086
0.1,6,32,6706,4.22420421644572,-2345.117356263719,-4415.928507726395
0.1,6,41,6706,0.715581453606817,3773.559512386562,3280.281787663507
0.1,6,71,6706,0.8808462000521977,3182.493584396964,3856.3888011029394
0.1,7,10,6707,3.7483775213825288,-4107.428114579084,-2851.14613507714
0.1,7,18,6707,5.675666610504859,4105.33475545128,-2854.159516509857
0.1,7,23,6707,2.869462944477055,-4816.003253778901,1343.9169094817723
0.2,0,1,6700,2.4536306346723125,-3862.708316007621,3174.820383178483
0.2,0,7,6700,3.450788535513345,-4762.892825654959,-1521.4637463063414
0.2,0,10,6700,3.0025210168086827,-4951.725580881117,693.1188726672791
0.2,0,15,6700,4.4324791491150535,-1381.3449514605434,-4805.401765209072
0.2,0,18,6700,4.1710293274105785,-2576.5085111153203,-4285.044211224701
0.2,0,33,6700,6.06229162528091,4878.510158919907,-1095.5083885188944
0.2,0,35,6700,5.157299151766627,2151.8839914778764,-4513.246645954689
0.2,0,41,6700,4.456683990767184,-1264.6376923514126,-4837.426124199117
0.2,1,4,6701,4.641857268259562,-352.3662369388247,-4987.568348911679
0.2,1,6,6701,1.5060359338041505,323.5756797743703,4989.5188925845905
0.2,1,12,6701,6.201094512943954,4983.162212619644,-409.9931252102855
0.2,1,69,6701,1.1369691635517485,2101.732506282587,4536.818320368925
0.2,1,71,6701,6.031140377041543,4842.022361909227,-1246.9239939831907
0.2,2,1,6702,0.9926755655574269,2732.2552849923613,4187.455200671561
0.2,2,5,6702,3.1457381043401385,-4999.9570381567155,-20.727194386290236
0.2,2,7,6702,0.21627771487413164,4883.514998073249,1072.9777554048494
0.2,2,17,6702,2.1676031679784478,-2810.0208577957137,4135.671986358812
0.2,2,20,6702,1.015049348880556,2637.890049958401,4247.532940935298
0.2,2,41,6702,6.10921337240955,4924.525065041515,-865.4784132362101
0.2,2,50,6702,3.571863376650989,-4544.2642991350685,-2085.5843257002257
0.2,3,6,6703,0.18361621591698074,4915.949258712532,912.9309315406624
0.2,3,12,6703,3.473640548010743,-4726.883771464449,-1629.8987119039114
0.2,3,15,6703,4.872884715825448,799.0379528506991,-4935.740911950724
0.2,3,18,6703,2.2438655699355903,-3116.943988052909,3909.5600999781077
0.2,3,69,6703,2.3072202521605907,-3358.2139353944062,3704.3756780492463
0.2,3,71,6703,4.421253702703136,-1435.1995674049444,-4789.593114422211
0.2,4,4,6704,5.052593126888554,1668.3977262963836,-4713.432828299249
0.2,4,6,6704,4.41249177138195,-1477.1100255492252,-4776.8343044763415
0.2,4,19,6704,5.977550556623628,4768.2807458210345,-1504.4928477837325
0.2,4,23,6704,5.272831516997127,2657.8054365097464,-4235.099793589195
0.2,4,41,6704,3.443236198181711,-4774.247492055467,-1485.4497246968954
0.2,4,69,6704,5.079626163610229,1795.1910273974443,-4666.614316091668
0.2,5,1,6705,2.6294728289856075,-4358.538486877162,2450.1310696390387
0.2,5,20,6705,0.6529076869891564,3971.603715453208,3037.493033308599
0.2,5,23,6705,1.1435245167965071,2071.947114236695,4550.4983414793405
0.2,5,27,6705,1.8512673599818297,-1384.0415344773735,4804.625795089719
0.2,5,37,6705,3.863778203599019,-3751.814082822575,-3305.131024321759
0.2,6,5,6706,4.9770371693721795,1307.8486088912146,-4825.922918595086
0.2,6,6,6706,4.22420421644572,-2345.117356263719,-4415.928507726395
0.2,6,7,6706,0.715581453606817,3773.559512386562,3280.281787663507
0.2,6,15,6706,0.8808462000521977,3182.493584396964,3856.3888011029394
0.2,6,32,6706,4.0207691236920455,-3188.928272892742,-3851.0695229176677
0.2,6,34,6706,3.7598661766629373,-4074.4019349494997,-2898.145764532863
0.2,6,35,6706,4.708693511361585,-18.477303059600956,-4999.965858810602
0.2,6,50,6706,4.571234141448598,-703.4328066329427,-4950.270930621121
0.2,6,70,6706,1.3513852018119907,1088.2745182438578,4880.128950441894
0.2,7,1,6707,3.7483775213825288,-4107.428114579084,-2851.14613507714
0.2,7,2,6707,5.675666610504859,4105.33475545128,-2854.159516509857
0.2,7,15,6707,2.869462944477055,-4816.003253778901,1343.9169094817723
0.2,7,32,6707,4.775228467348387,313.9906917782151,-4990.131245315762
0.2,7,70,6707,4.404448973452445,-1515.4809500498257,-4764.799837352675
0.3,0,5,6700,2.4536306346723125,-3862.708316007621,3174.820383178483
0.3,0,7,6700,3.450788535513345,-4762.892825654959,-1521.4637463063414
0.3,0,18,6700,3.0025210168086827,-4951.725580881117,693.1188726672791
0.3,0,19,6700,4.4324791491150535,-1381.3449514605434,-4805.401765209072
0.3,0,23,6700,4.1710293274105785,-2576.5085111153203,-4285.044211224701
0.3,0,25,6700,6.06229162528091,4878.510158919907,-1095.5083885188944
0.3,0,27,6700,5.157299151766627,2151.8839914778764,-4513.246645954689
0.3,0,32,6700,4.456683990767184,-1264.6376923514126,-4837.426124199117
0.3,0,50,6700,4.777205428860283,323.8553691665271,-4989.500746553908
0.3,0,71,6700,2.3597464105294823,-3548.069511941909,3522.9536951865125
0.3,1,6,6701,4.641857268259562,-352.3662369388247,-4987.568348911679
0.3,1,11,6701,1.5060359338041505,323.5756797743703,4989.5188925845905
0.3,1,15,6701,6.201094512943954,4983.162212619644,-409.9931252102855
0.3,1,18,6701,1.1369691635517485,2101.732506282587,4536.818320368925
0.3,1,20,6701,6.031140377041543,4842.022361909227,-1246.9239939831907
0.3,1,23,6701,3.593354940144246,-4498.395852994307,-2182.7585184265404
0.3,1,25,6701,3.3703924855930665,-4869.696525156942,-1134.0439818959426
0.3,1,32,6701,1.1676108759345951,1961.7517807562842,4599.079250317344
0.3,1,37,6701,5.920342302075065,4674.457626549509,-1774.667827395632
0.3,1,50,6701,2.7685043206881743,-4656.0305618632565,1822.4652004895245
0.3,1,70,6701,4.3365029254350995,-1835.4843304156686,-4650.91359549912
0.3,2,2,6702,0.9926755655574269,2732.2552849923613,4187.455200671561
0.3,2,4,6702,3.1457381043401385,-4999.9570381567155,-20.727194386290236
